filename,width,height,class,xmin,ymin,xmax,ymax
image0013.jpg,800,600,lcv,0.701302,0.387963,0.018229,0.05
image0013.jpg,800,600,small-car,0.738802,0.397222,0.015104,0.024074
image0014.jpg,800,600,small-car,0.68099,0.399537,0.025521,0.037963
image0014.jpg,800,600,lcv,0.711198,0.387963,0.014063,0.040741
image0014.jpg,800,600,small-car,0.735417,0.400926,0.019792,0.031481
image0015.jpg,800,600,lcv,0.716146,0.386574,0.010417,0.034259
image0015.jpg,800,600,small-car,0.696094,0.396759,0.020313,0.028704
image0015.jpg,800,600,small-car,0.726823,0.406019,0.027604,0.043519
image0016.jpg,800,600,lcv,0.719531,0.378241,0.008854,0.010185
image0016.jpg,800,600,small-car,0.710156,0.413889,0.044271,0.064815
image0016.jpg,800,600,people,0.745573,0.389815,0.004687,0.009259
image0016.jpg,800,600,two-wheeler,0.746094,0.403704,0.004687,0.02037
image0017.jpg,800,600,small-car,0.035677,0.663426,0.070312,0.193519
image0017.jpg,800,600,lcv,0.722396,0.385185,0.008333,0.025926
image0017.jpg,800,600,small-car,0.714583,0.392593,0.011458,0.02037
image0017.jpg,800,600,people,0.743229,0.393056,0.007292,0.015741
image0017.jpg,800,600,two-wheeler,0.742969,0.40787,0.005729,0.021296
image0017.jpg,800,600,small-car,0.682031,0.441667,0.073438,0.111111
image0018.jpg,800,600,small-car,0.360417,0.509259,0.214583,0.190741
image0018.jpg,800,600,small-car,0.577604,0.528704,0.201042,0.248148
image0018.jpg,800,600,lcv,0.724219,0.384722,0.007812,0.023148
image0018.jpg,800,600,small-car,0.71875,0.39213,0.010417,0.017593
image0018.jpg,800,600,people,0.738542,0.394444,0.009375,0.022222
image0018.jpg,800,600,people,0.738542,0.411111,0.00625,0.027778
image0019.jpg,800,600,small-car,0.105208,0.788426,0.209375,0.423148
image0019.jpg,800,600,small-car,0.55,0.441667,0.098958,0.101852
image0019.jpg,800,600,lcv,0.726302,0.38287,0.006771,0.015741
image0019.jpg,800,600,small-car,0.721875,0.390278,0.008333,0.013889
image0019.jpg,800,600,people,0.73099,0.39213,0.011979,0.017593
image0019.jpg,800,600,two-wheeler,0.73099,0.418056,0.010937,0.034259
image0020.jpg,800,600,small-car,0.625521,0.413889,0.055208,0.066667
image0020.jpg,800,600,lcv,0.730208,0.384722,0.00625,0.017593
image0020.jpg,800,600,small-car,0.726042,0.388889,0.008333,0.012963
image0020.jpg,800,600,people,0.717969,0.414352,0.019271,0.065741
image0020.jpg,800,600,two-wheeler,0.717448,0.43287,0.019271,0.052778
image0020.jpg,800,600,two-wheeler,0.745052,0.391667,0.008854,0.014815
image0021.jpg,800,600,small-car,0.730469,0.388889,0.007812,0.011111
image0021.jpg,800,600,small-car,0.744531,0.39213,0.010937,0.015741
image0021.jpg,800,600,small-car,0.661458,0.403241,0.035417,0.047222
image0021.jpg,800,600,people,0.68151,0.441667,0.033854,0.114815
image0021.jpg,800,600,two-wheeler,0.680469,0.478241,0.031771,0.091667
image0022.jpg,800,600,small-car,0.266146,0.519907,0.242708,0.223148
image0022.jpg,800,600,two-wheeler,0.459896,0.670833,0.133333,0.256481
image0022.jpg,800,600,people,0.455208,0.554167,0.091667,0.275
image0022.jpg,800,600,small-car,0.684115,0.400463,0.026562,0.036111
image0022.jpg,800,600,small-car,0.74349,0.393519,0.010937,0.02037
image0023.jpg,800,600,small-car,0.49375,0.448148,0.119792,0.125926
image0023.jpg,800,600,small-car,0.697396,0.398148,0.019792,0.02963
image0023.jpg,800,600,small-car,0.742188,0.395833,0.014583,0.023148
image0024.jpg,800,600,small-car,0.590365,0.41713,0.066146,0.082407
image0024.jpg,800,600,small-car,0.707031,0.39537,0.016146,0.024074
image0024.jpg,800,600,small-car,0.738281,0.398611,0.017188,0.025
image0025.jpg,800,600,small-car,0.636198,0.403704,0.043229,0.059259
image0025.jpg,800,600,small-car,0.713802,0.393519,0.013021,0.02037
image0025.jpg,800,600,small-car,0.732292,0.401389,0.022917,0.036111
image0026.jpg,800,600,small-car,0.66276,0.399537,0.030729,0.04537
image0026.jpg,800,600,small-car,0.722917,0.406019,0.034375,0.050926
image0027.jpg,800,600,small-car,0.676823,0.398148,0.017188,0.035185
image0027.jpg,800,600,small-car,0.725521,0.405556,0.016667,0.044444
image0027.jpg,800,600,small-car,0.69974,0.421296,0.054688,0.088889
image0028.jpg,800,600,small-car,0.60599,0.485648,0.150521,0.19537
image0028.jpg,800,600,small-car,0.729167,0.389815,0.008333,0.014815
image0028.jpg,800,600,small-car,0.689323,0.394444,0.009896,0.024074
image0028.jpg,800,600,small-car,0.707552,0.415278,0.046354,0.069444
image0029.jpg,800,600,small-car,0.097396,0.758796,0.19375,0.478704
image0029.jpg,800,600,small-car,0.659896,0.45463,0.095833,0.135185
image0029.jpg,800,600,small-car,0.732812,0.389815,0.007292,0.011111
image0029.jpg,800,600,small-car,0.703906,0.393981,0.016146,0.025
image0031.jpg,800,600,small-car,0.71875,0.39213,0.0125,0.017593
image0031.jpg,800,600,small-car,0.739323,0.387963,0.006771,0.009259
image0032.jpg,800,600,small-car,0.722917,0.390741,0.010417,0.016667
image0032.jpg,800,600,small-car,0.743229,0.388426,0.00625,0.010185
image0033.jpg,800,600,small-car,0.726823,0.389815,0.008854,0.014815
image0033.jpg,800,600,small-car,0.748177,0.3875,0.006771,0.010185
image0034.jpg,800,600,small-car,0.729688,0.388426,0.007292,0.013889
image0034.jpg,800,600,small-car,0.753125,0.387963,0.005208,0.009259
image0035.jpg,800,600,small-car,0.732552,0.388889,0.007812,0.012963
image0036.jpg,800,600,small-car,0.735677,0.388426,0.007812,0.012037
image0037.jpg,800,600,small-car,0.738281,0.387963,0.007812,0.011111
image0038.jpg,800,600,small-car,0.741146,0.387037,0.00625,0.009259
image0039.jpg,800,600,small-car,0.745833,0.387037,0.00625,0.009259
image0041.jpg,800,600,small-car,0.750521,0.387963,0.00625,0.009259
image0042.jpg,800,600,small-car,0.747135,0.388889,0.006771,0.011111
image0043.jpg,800,600,small-car,0.745573,0.389352,0.006771,0.012037
image0044.jpg,800,600,small-car,0.744531,0.389352,0.007812,0.012037
image0045.jpg,800,600,small-car,0.743229,0.390278,0.009375,0.012037
image0046.jpg,800,600,small-car,0.032552,0.664352,0.064062,0.199074
image0047.jpg,800,600,small-car,0.421615,0.493056,0.189062,0.173148
image0047.jpg,800,600,small-car,0.741927,0.392593,0.010937,0.018519
image0048.jpg,800,600,small-car,0.585938,0.431944,0.079167,0.091667
image0048.jpg,800,600,small-car,0.739583,0.393981,0.013542,0.019444
image0049.jpg,800,600,small-car,0.638542,0.409722,0.045833,0.062037
image0049.jpg,800,600,small-car,0.736719,0.396296,0.016146,0.022222
image0050.jpg,800,600,small-car,0.665625,0.403241,0.033333,0.043519
image0050.jpg,800,600,small-car,0.732552,0.400926,0.020313,0.02963
image0051.jpg,800,600,small-car,0.726042,0.40463,0.028125,0.040741
image0051.jpg,800,600,small-car,0.684375,0.399537,0.026042,0.036111
image0052.jpg,800,600,people,0.277344,0.481944,0.048438,0.147222
image0052.jpg,800,600,two-wheeler,0.279948,0.532407,0.086979,0.131481
image0052.jpg,800,600,small-car,0.694792,0.396759,0.0125,0.026852
image0052.jpg,800,600,small-car,0.711979,0.415278,0.042708,0.062037
image0053.jpg,800,600,two-wheeler,0.392448,0.489352,0.056771,0.113889
image0053.jpg,800,600,people,0.394531,0.462037,0.026562,0.107407
image0053.jpg,800,600,people,0.375,0.463889,0.032292,0.112963
image0053.jpg,800,600,two-wheeler,0.527865,0.447685,0.033854,0.082407
image0053.jpg,800,600,people,0.527865,0.425463,0.026562,0.082407
image0053.jpg,800,600,small-car,0.708594,0.39537,0.016146,0.024074
image0053.jpg,800,600,small-car,0.654687,0.45463,0.096875,0.124074
image0054.jpg,800,600,small-car,0.207552,0.735648,0.414062,0.526852
image0054.jpg,800,600,two-wheeler,0.558073,0.436111,0.021354,0.068519
image0054.jpg,800,600,people,0.558594,0.418519,0.010937,0.064815
image0054.jpg,800,600,people,0.548177,0.42037,0.019271,0.068519
image0054.jpg,800,600,two-wheeler,0.61849,0.417593,0.016146,0.053704
image0054.jpg,800,600,people,0.616146,0.401389,0.017708,0.050926
image0054.jpg,800,600,small-car,0.715104,0.393519,0.013542,0.02037
image0055.jpg,800,600,two-wheeler,0.622917,0.42037,0.010417,0.02963
image0055.jpg,800,600,people,0.646094,0.389352,0.013021,0.025
image0055.jpg,800,600,two-wheeler,0.645312,0.413889,0.009375,0.025926
image0055.jpg,800,600,small-car,0.719792,0.39213,0.011458,0.017593
image0056.jpg,800,600,two-wheeler,0.655208,0.412963,0.007292,0.022222
image0056.jpg,800,600,two-wheeler,0.664323,0.408333,0.006771,0.018519
image0056.jpg,800,600,people,0.663802,0.389352,0.009896,0.017593
image0056.jpg,800,600,small-car,0.722656,0.390278,0.008854,0.015741
image0057.jpg,800,600,two-wheeler,0.677865,0.409259,0.006771,0.016667
image0057.jpg,800,600,small-car,0.725521,0.390278,0.008333,0.013889
image0057.jpg,800,600,two-wheeler,0.74349,0.398611,0.004687,0.015741
image0057.jpg,800,600,people,0.74349,0.387037,0.003646,0.007407
image0058.jpg,800,600,small-car,0.727604,0.389352,0.007292,0.012037
image0058.jpg,800,600,people,0.740885,0.3875,0.004687,0.010185
image0058.jpg,800,600,two-wheeler,0.741146,0.401852,0.005208,0.018519
image0059.jpg,800,600,two-wheeler,0.738281,0.406019,0.006771,0.025
image0059.jpg,800,600,people,0.738281,0.387037,0.006771,0.011111
image0059.jpg,800,600,small-car,0.729688,0.388889,0.007292,0.012963
image0060.jpg,800,600,two-wheeler,0.734375,0.410185,0.007292,0.02963
image0060.jpg,800,600,people,0.735156,0.387963,0.007812,0.014815
image0061.jpg,800,600,small-car,0.735938,0.388426,0.007292,0.012037
image0062.jpg,800,600,small-car,0.736979,0.3875,0.00625,0.010185
image0063.jpg,800,600,small-car,0.742708,0.3875,0.004167,0.010185
image0063.jpg,800,600,small-car,0.7375,0.3875,0.005208,0.010185
image0064.jpg,800,600,small-car,0.746354,0.3875,0.00625,0.008333
image0064.jpg,800,600,small-car,0.739323,0.3875,0.005729,0.010185
image0065.jpg,800,600,small-car,0.742188,0.387037,0.00625,0.009259
image0066.jpg,800,600,small-car,0.747135,0.3875,0.006771,0.010185
image0067.jpg,800,600,small-car,0.74375,0.387963,0.00625,0.009259
image0068.jpg,800,600,small-car,0.74375,0.388426,0.007292,0.010185
image0069.jpg,800,600,small-car,0.74375,0.388889,0.007292,0.009259
image0070.jpg,800,600,small-car,0.74401,0.389815,0.007812,0.012963
image0071.jpg,800,600,small-car,0.744271,0.390741,0.008333,0.012963
image0072.jpg,800,600,small-car,0.744531,0.39213,0.008854,0.013889
image0073.jpg,800,600,small-car,0.742969,0.39213,0.009896,0.017593
image0074.jpg,800,600,small-car,0.739844,0.393981,0.011979,0.017593
image0075.jpg,800,600,small-car,0.733073,0.393981,0.013021,0.019444
image0076.jpg,800,600,small-car,0.728125,0.39537,0.014583,0.024074
image0077.jpg,800,600,small-car,0.724479,0.398148,0.01875,0.025926
image0078.jpg,800,600,small-car,0.721094,0.401389,0.022396,0.032407
image0079.jpg,800,600,small-car,0.714323,0.405556,0.029687,0.044444
image0080.jpg,800,600,small-car,0.702083,0.414815,0.04375,0.064815
image0081.jpg,800,600,lcv,0.348177,0.452315,0.238021,0.369444
image0081.jpg,800,600,small-car,0.669792,0.45,0.08125,0.116667
image0082.jpg,800,600,small-car,0.364583,0.669444,0.401042,0.459259
image0082.jpg,800,600,lcv,0.588021,0.398611,0.079167,0.167593
image0083.jpg,800,600,lcv,0.651823,0.386111,0.045312,0.1
image0084.jpg,800,600,lcv,0.685677,0.3875,0.029687,0.073148
image0084.jpg,800,600,two-wheeler,0.748177,0.412037,0.005729,0.02963
image0084.jpg,800,600,people,0.747656,0.391667,0.010937,0.016667
image0085.jpg,800,600,big-car,0.298698,0.523148,0.289062,0.257407
image0085.jpg,800,600,two-wheeler,0.747396,0.416204,0.007292,0.037963
image0085.jpg,800,600,people,0.747396,0.389815,0.009375,0.014815
image0085.jpg,800,600,lcv,0.702865,0.3875,0.021354,0.058333
image0086.jpg,800,600,big-car,0.592969,0.429167,0.096354,0.115741
image0086.jpg,800,600,lcv,0.709635,0.387037,0.016146,0.048148
image0086.jpg,800,600,two-wheeler,0.746875,0.425926,0.0125,0.046296
image0086.jpg,800,600,people,0.746875,0.392593,0.013542,0.02037
image0087.jpg,800,600,lcv,0.071094,0.465741,0.141146,0.559259
image0087.jpg,800,600,big-car,0.661979,0.403704,0.045833,0.068519
image0087.jpg,800,600,lcv,0.714844,0.386574,0.014063,0.039815
image0087.jpg,800,600,two-wheeler,0.738281,0.446759,0.020313,0.067593
image0087.jpg,800,600,people,0.739583,0.398148,0.017708,0.031481
image0088.jpg,800,600,truck,0.321094,0.430556,0.378646,0.396296
image0088.jpg,800,600,big-car,0.6875,0.397685,0.03125,0.04537
image0088.jpg,800,600,lcv,0.717708,0.385648,0.011458,0.034259
image0088.jpg,800,600,people,0.711979,0.416204,0.027083,0.052778
image0088.jpg,800,600,two-wheeler,0.708854,0.496296,0.038542,0.109259
image0088.jpg,800,600,small-car,0.741927,0.391204,0.008854,0.015741
image0089.jpg,800,600,people,0.559115,0.553704,0.090104,0.27963
image0089.jpg,800,600,two-wheeler,0.564323,0.654167,0.106771,0.258333
image0089.jpg,800,600,truck,0.526823,0.390278,0.168229,0.221296
image0089.jpg,800,600,small-car,0.742448,0.39213,0.009896,0.015741
image0089.jpg,800,600,lcv,0.720833,0.385185,0.010417,0.031481
image0089.jpg,800,600,big-car,0.701562,0.396296,0.021875,0.037037
image0090.jpg,800,600,truck,0.604167,0.381944,0.09375,0.149074
image0090.jpg,800,600,big-car,0.710417,0.393981,0.016667,0.030556
image0090.jpg,800,600,lcv,0.725,0.385648,0.010417,0.026852
image0090.jpg,800,600,small-car,0.741406,0.393519,0.011979,0.02037
image0091.jpg,800,600,truck,0.642708,0.378241,0.0625,0.115741
image0091.jpg,800,600,big-car,0.716146,0.39213,0.014583,0.025
image0091.jpg,800,600,lcv,0.728906,0.384259,0.008854,0.025926
image0091.jpg,800,600,small-car,0.739583,0.396296,0.014583,0.02037
image0092.jpg,800,600,two-wheeler,0.298438,0.526389,0.085417,0.128704
image0092.jpg,800,600,people,0.297917,0.481019,0.047917,0.137963
image0092.jpg,800,600,people,0.279687,0.475463,0.05625,0.147222
image0092.jpg,800,600,truck,0.666146,0.378241,0.048958,0.097222
image0092.jpg,800,600,big-car,0.721094,0.390741,0.010937,0.022222
image0092.jpg,800,600,small-car,0.73724,0.4,0.017188,0.025926
image0093.jpg,800,600,two-wheeler,0.278125,0.533796,0.095833,0.143519
image0093.jpg,800,600,people,0.275781,0.490278,0.050521,0.150926
image0093.jpg,800,600,people,0.252865,0.484722,0.060937,0.152778
image0093.jpg,800,600,two-wheeler,0.522917,0.458333,0.027083,0.053704
image0093.jpg,800,600,people,0.517969,0.422685,0.025521,0.084259
image0093.jpg,800,600,truck,0.682292,0.382407,0.0375,0.074074
image0093.jpg,800,600,small-car,0.73125,0.402778,0.022917,0.035185
image0094.jpg,800,600,two-wheeler,0.234635,0.556481,0.117188,0.161111
image0094.jpg,800,600,people,0.227604,0.502315,0.058333,0.169444
image0094.jpg,800,600,two-wheeler,0.50651,0.455556,0.032813,0.07963
image0094.jpg,800,600,people,0.509896,0.431019,0.019792,0.080556
image0094.jpg,800,600,people,0.499479,0.426852,0.033333,0.087037
image0094.jpg,800,600,two-wheeler,0.605729,0.425,0.011458,0.033333
image0094.jpg,800,600,people,0.60651,0.401389,0.018229,0.058333
image0094.jpg,800,600,small-car,0.719271,0.410185,0.039583,0.055556
image0094.jpg,800,600,truck,0.694531,0.381944,0.030729,0.060185
image0095.jpg,800,600,two-wheeler,0.503906,0.466204,0.036979,0.078704
image0095.jpg,800,600,people,0.503385,0.436574,0.031771,0.089815
image0095.jpg,800,600,two-wheeler,0.58724,0.430556,0.013021,0.038889
image0095.jpg,800,600,people,0.586458,0.403704,0.01875,0.059259
image0095.jpg,800,600,truck,0.703906,0.381944,0.027604,0.056481
image0095.jpg,800,600,small-car,0.682813,0.440278,0.073958,0.10463
image0096.jpg,800,600,small-car,0.404948,0.630093,0.369271,0.406481
image0096.jpg,800,600,truck,0.7125,0.38287,0.023958,0.049074
image0096.jpg,800,600,people,0.671615,0.390278,0.009896,0.023148
image0096.jpg,800,600,two-wheeler,0.672396,0.410185,0.007292,0.016667
image0096.jpg,800,600,people,0.631771,0.396296,0.013542,0.044444
image0096.jpg,800,600,two-wheeler,0.630469,0.413889,0.009896,0.02963
image0096.jpg,800,600,people,0.583594,0.398148,0.018229,0.046296
image0096.jpg,800,600,two-wheeler,0.582812,0.435648,0.016667,0.041667
image0097.jpg,800,600,people,0.622135,0.390741,0.011979,0.02963
image0097.jpg,800,600,two-wheeler,0.622656,0.418519,0.011979,0.025926
image0097.jpg,800,600,people,0.657552,0.388426,0.009896,0.023148
image0097.jpg,800,600,two-wheeler,0.658073,0.410185,0.006771,0.018519
image0097.jpg,800,600,two-wheeler,0.690104,0.405556,0.005208,0.014815
image0097.jpg,800,600,people,0.690104,0.39213,0.007292,0.025
image0097.jpg,800,600,truck,0.716927,0.382407,0.019271,0.044444
image0098.jpg,800,600,people,0.649479,0.391204,0.010417,0.025
image0098.jpg,800,600,two-wheeler,0.648438,0.410648,0.008333,0.021296
image0098.jpg,800,600,people,0.676823,0.388426,0.008854,0.021296
image0098.jpg,800,600,two-wheeler,0.678125,0.407407,0.008333,0.014815
image0098.jpg,800,600,people,0.70599,0.389352,0.005729,0.013889
image0098.jpg,800,600,two-wheeler,0.70625,0.401852,0.005208,0.011111
image0098.jpg,800,600,truck,0.720052,0.382407,0.017188,0.040741
image0099.jpg,800,600,people,0.667708,0.389352,0.008333,0.021296
image0099.jpg,800,600,two-wheeler,0.667448,0.408333,0.007812,0.016667
image0099.jpg,800,600,people,0.691927,0.387963,0.007812,0.018519
image0099.jpg,800,600,two-wheeler,0.692187,0.403704,0.00625,0.012963
image0099.jpg,800,600,truck,0.722656,0.383333,0.015104,0.035185
image0099.jpg,800,600,people,0.717448,0.390278,0.005729,0.017593
image0099.jpg,800,600,two-wheeler,0.71849,0.400463,0.004687,0.010185
image0100.jpg,800,600,truck,0.723958,0.382407,0.014583,0.031481
image0101.jpg,800,600,two-wheeler,0.733073,0.421759,0.011979,0.043519
image0101.jpg,800,600,truck,0.726302,0.383333,0.014063,0.031481
image0101.jpg,800,600,people,0.734896,0.406019,0.014583,0.052778
image0101.jpg,800,600,two-wheeler,0.694792,0.402778,0.00625,0.012963
image0102.jpg,800,600,people,0.722917,0.416204,0.021875,0.073148
image0102.jpg,800,600,two-wheeler,0.720313,0.438889,0.017708,0.061111
image0102.jpg,800,600,truck,0.728646,0.380556,0.014583,0.024074
image0103.jpg,800,600,truck,0.730469,0.383333,0.010937,0.025926
image0103.jpg,800,600,people,0.701042,0.438426,0.013542,0.112037
image0103.jpg,800,600,people,0.690625,0.4375,0.03125,0.10463
image0103.jpg,800,600,two-wheeler,0.68724,0.474537,0.028646,0.087963
image0104.jpg,800,600,two-wheeler,0.583073,0.581019,0.072396,0.186111
image0104.jpg,800,600,truck,0.732031,0.383333,0.010937,0.024074
image0104.jpg,800,600,people,0.61224,0.494444,0.033854,0.190741
image0104.jpg,800,600,people,0.582812,0.505556,0.064583,0.212963
image0105.jpg,800,600,truck,0.733073,0.38287,0.009896,0.023148
image0105.jpg,800,600,two-wheeler,0.035417,0.901852,0.069792,0.196296
image0106.jpg,800,600,people,0.316667,0.481019,0.052083,0.149074
image0106.jpg,800,600,two-wheeler,0.316667,0.528704,0.090625,0.155556
image0106.jpg,800,600,truck,0.735417,0.381019,0.010417,0.023148
image0107.jpg,800,600,people,0.53099,0.430093,0.024479,0.093519
image0107.jpg,800,600,two-wheeler,0.531771,0.455093,0.0375,0.091667
image0107.jpg,800,600,truck,0.736719,0.383333,0.010937,0.02037
image0108.jpg,800,600,people,0.608073,0.396296,0.017188,0.038889
image0108.jpg,800,600,two-wheeler,0.607812,0.436111,0.019792,0.040741
image0108.jpg,800,600,truck,0.740365,0.381481,0.010937,0.018519
image0109.jpg,800,600,people,0.641667,0.39537,0.011458,0.044444
image0109.jpg,800,600,truck,0.744271,0.38287,0.011458,0.017593
image0109.jpg,800,600,two-wheeler,0.641927,0.418981,0.013021,0.030556
image0110.jpg,800,600,big-car,0.310937,0.552315,0.272917,0.249074
image0110.jpg,800,600,people,0.66224,0.388889,0.010937,0.025926
image0110.jpg,800,600,two-wheeler,0.661719,0.412963,0.010937,0.025926
image0110.jpg,800,600,truck,0.749219,0.383333,0.010937,0.016667
image0111.jpg,800,600,truck,0.753906,0.383333,0.009896,0.014815
image0111.jpg,800,600,big-car,0.609896,0.441667,0.091667,0.105556
image0111.jpg,800,600,people,0.676042,0.387963,0.009375,0.018519
image0111.jpg,800,600,two-wheeler,0.677344,0.408333,0.007812,0.02037
image0112.jpg,800,600,big-car,0.67526,0.411111,0.046354,0.062963
image0113.jpg,800,600,big-car,0.700521,0.404167,0.030208,0.043519
image0114.jpg,800,600,big-car,0.714063,0.399074,0.023958,0.031481
image0115.jpg,800,600,big-car,0.721354,0.397685,0.017708,0.026852
image0116.jpg,800,600,big-car,0.726562,0.394444,0.014583,0.022222
image0117.jpg,800,600,big-car,0.728125,0.393519,0.0125,0.022222
image0118.jpg,800,600,big-car,0.729948,0.392593,0.010937,0.018519
image0119.jpg,800,600,big-car,0.731771,0.391204,0.010417,0.017593
image0120.jpg,800,600,big-car,0.731771,0.390278,0.009375,0.015741
image0121.jpg,800,600,lcv,0.379948,0.408796,0.273438,0.40463
image0121.jpg,800,600,big-car,0.732292,0.389815,0.009375,0.012963
image0122.jpg,800,600,big-car,0.733073,0.388889,0.007812,0.011111
image0122.jpg,800,600,lcv,0.607812,0.381481,0.091667,0.177778
image0123.jpg,800,600,lcv,0.666667,0.378704,0.048958,0.111111
image0123.jpg,800,600,big-car,0.733854,0.387963,0.00625,0.011111
image0124.jpg,800,600,lcv,0.690365,0.381481,0.031771,0.07963
image0124.jpg,800,600,big-car,0.735677,0.3875,0.006771,0.010185
image0124.jpg,800,600,small-car,0.752865,0.3875,0.005729,0.008333
image0125.jpg,800,600,lcv,0.702083,0.38287,0.025,0.062037
image0126.jpg,800,600,lcv,0.711198,0.38287,0.019271,0.049074
image0127.jpg,800,600,small-car,0.30625,0.523148,0.232292,0.209259
image0127.jpg,800,600,lcv,0.715365,0.38287,0.016146,0.039815
image0127.jpg,800,600,small-car,0.746354,0.388426,0.007292,0.010185
image0128.jpg,800,600,small-car,0.541146,0.441204,0.1,0.106481
image0128.jpg,800,600,small-car,0.067448,0.646296,0.133854,0.240741
image0128.jpg,800,600,lcv,0.720313,0.38287,0.013542,0.036111
image0128.jpg,800,600,small-car,0.745833,0.389352,0.007292,0.012037
image0129.jpg,800,600,small-car,0.483073,0.481019,0.171354,0.160185
image0129.jpg,800,600,small-car,0.622917,0.412037,0.054167,0.068519
image0129.jpg,800,600,lcv,0.724219,0.383333,0.011979,0.033333
image0129.jpg,800,600,small-car,0.745052,0.389815,0.007812,0.012963
image0130.jpg,800,600,small-car,0.36849,0.527778,0.253646,0.218519
image0130.jpg,800,600,small-car,0.620573,0.427778,0.071354,0.087037
image0130.jpg,800,600,small-car,0.661719,0.402778,0.032813,0.048148
image0130.jpg,800,600,lcv,0.726562,0.38287,0.010417,0.028704
image0130.jpg,800,600,small-car,0.744792,0.390278,0.008333,0.013889
image0131.jpg,800,600,small-car,0.684635,0.400463,0.021354,0.037963
image0131.jpg,800,600,small-car,0.664062,0.408796,0.041667,0.058333
